metodo,imagen_id,nivel_brillo,estado_ojo,ear_ref,clase_ref,ear_mejorada,clase_predicha,resultado
GAMMA,closed_eye_2651.jpg_face_1,B40,cerrado,0.112999,cerrado,0.132458,cerrado,TP
GAMMA,closed_eye_2670.jpg_face_1,B5,cerrado,0.034415,cerrado,0.112673,cerrado,TP
GAMMA,closed_eye_2670.jpg_face_1,B10,cerrado,0.034415,cerrado,0.082224,cerrado,TP
GAMMA,closed_eye_2670.jpg_face_1,B15,cerrado,0.034415,cerrado,0.059887,cerrado,TP
GAMMA,closed_eye_2670.jpg_face_1,B25,cerrado,0.034415,cerrado,0.049536,cerrado,TP
GAMMA,closed_eye_2670.jpg_face_1,B40,cerrado,0.034415,cerrado,0.051453,cerrado,TP
GAMMA,closed_eye_2672.jpg_face_1,B5,cerrado,0.067135,cerrado,0.10447,cerrado,TP
GAMMA,closed_eye_2672.jpg_face_1,B10,cerrado,0.067135,cerrado,0.087227,cerrado,TP
GAMMA,closed_eye_2672.jpg_face_1,B15,cerrado,0.067135,cerrado,0.076845,cerrado,TP
GAMMA,closed_eye_2672.jpg_face_1,B25,cerrado,0.067135,cerrado,0.084498,cerrado,TP
GAMMA,closed_eye_2672.jpg_face_1,B40,cerrado,0.067135,cerrado,0.062363,cerrado,TP
GAMMA,closed_eye_2677.jpg_face_1,B5,cerrado,0.120319,cerrado,0.062083,cerrado,TP
GAMMA,closed_eye_2677.jpg_face_1,B10,cerrado,0.120319,cerrado,0.06461,cerrado,TP
GAMMA,closed_eye_2677.jpg_face_1,B15,cerrado,0.120319,cerrado,0.076402,cerrado,TP
GAMMA,closed_eye_2677.jpg_face_1,B25,cerrado,0.120319,cerrado,0.083625,cerrado,TP
GAMMA,closed_eye_2677.jpg_face_1,B40,cerrado,0.120319,cerrado,0.099856,cerrado,TP
GAMMA,closed_eye_2680.jpg_face_2,B5,cerrado,0.088632,cerrado,0.20018,abierto,FN
GAMMA,closed_eye_2680.jpg_face_2,B10,cerrado,0.088632,cerrado,0.141059,cerrado,TP
GAMMA,closed_eye_2680.jpg_face_2,B15,cerrado,0.088632,cerrado,0.123944,cerrado,TP
GAMMA,closed_eye_2680.jpg_face_2,B25,cerrado,0.088632,cerrado,0.110122,cerrado,TP
GAMMA,closed_eye_2680.jpg_face_2,B40,cerrado,0.088632,cerrado,0.09354,cerrado,TP
GAMMA,closed_eye_2688.jpg_face_4,B5,cerrado,0.062148,cerrado,,no_det,no_det
GAMMA,closed_eye_2688.jpg_face_4,B10,cerrado,0.062148,cerrado,0.162729,abierto,FN
GAMMA,closed_eye_2688.jpg_face_4,B15,cerrado,0.062148,cerrado,0.128196,cerrado,TP
GAMMA,closed_eye_2688.jpg_face_4,B25,cerrado,0.062148,cerrado,0.095474,cerrado,TP
GAMMA,closed_eye_2688.jpg_face_4,B40,cerrado,0.062148,cerrado,0.082777,cerrado,TP
GAMMA,closed_eye_2689.jpg_face_4,B5,cerrado,0.063111,cerrado,,no_det,no_det
GAMMA,closed_eye_2689.jpg_face_4,B10,cerrado,0.063111,cerrado,0.152447,cerrado,TP
GAMMA,closed_eye_2689.jpg_face_4,B15,cerrado,0.063111,cerrado,,no_det,no_det
GAMMA,closed_eye_2689.jpg_face_4,B25,cerrado,0.063111,cerrado,,no_det,no_det
GAMMA,closed_eye_2689.jpg_face_4,B40,cerrado,0.063111,cerrado,0.094303,cerrado,TP
GAMMA,closed_eye_2693.jpg_face_1,B5,cerrado,0.041585,cerrado,0.094716,cerrado,TP
GAMMA,closed_eye_2693.jpg_face_1,B10,cerrado,0.041585,cerrado,0.068848,cerrado,TP
GAMMA,closed_eye_2693.jpg_face_1,B15,cerrado,0.041585,cerrado,0.067897,cerrado,TP
GAMMA,closed_eye_2693.jpg_face_1,B25,cerrado,0.041585,cerrado,0.046091,cerrado,TP
GAMMA,closed_eye_2693.jpg_face_1,B40,cerrado,0.041585,cerrado,0.042801,cerrado,TP
GAMMA,closed_eye_2694.jpg_face_1,B5,cerrado,0.053145,cerrado,0.099195,cerrado,TP
GAMMA,closed_eye_2694.jpg_face_1,B10,cerrado,0.053145,cerrado,0.116224,cerrado,TP
GAMMA,closed_eye_2694.jpg_face_1,B15,cerrado,0.053145,cerrado,0.080551,cerrado,TP
GAMMA,closed_eye_2694.jpg_face_1,B25,cerrado,0.053145,cerrado,0.057768,cerrado,TP
GAMMA,closed_eye_2694.jpg_face_1,B40,cerrado,0.053145,cerrado,0.047803,cerrado,TP
GAMMA,closed_eye_2700.jpg_face_2,B5,cerrado,0.065325,cerrado,0.064108,cerrado,TP
GAMMA,closed_eye_2700.jpg_face_2,B10,cerrado,0.065325,cerrado,0.058531,cerrado,TP
GAMMA,closed_eye_2700.jpg_face_2,B15,cerrado,0.065325,cerrado,0.044629,cerrado,TP
GAMMA,closed_eye_2700.jpg_face_2,B25,cerrado,0.065325,cerrado,0.054154,cerrado,TP
GAMMA,closed_eye_2700.jpg_face_2,B40,cerrado,0.065325,cerrado,0.063711,cerrado,TP
GAMMA,closed_eye_2708.jpg_face_1,B5,cerrado,0.061159,cerrado,0.047442,cerrado,TP
GAMMA,closed_eye_2708.jpg_face_1,B10,cerrado,0.061159,cerrado,0.047029,cerrado,TP
GAMMA,closed_eye_2708.jpg_face_1,B15,cerrado,0.061159,cerrado,0.04663,cerrado,TP
GAMMA,closed_eye_2708.jpg_face_1,B25,cerrado,0.061159,cerrado,0.061145,cerrado,TP
GAMMA,closed_eye_2708.jpg_face_1,B40,cerrado,0.061159,cerrado,0.056367,cerrado,TP
GAMMA,closed_eye_2715.jpg_face_1,B5,cerrado,0.04336,cerrado,0.074589,cerrado,TP
GAMMA,closed_eye_2715.jpg_face_1,B10,cerrado,0.04336,cerrado,0.071682,cerrado,TP
GAMMA,closed_eye_2715.jpg_face_1,B15,cerrado,0.04336,cerrado,0.037501,cerrado,TP
GAMMA,closed_eye_2715.jpg_face_1,B25,cerrado,0.04336,cerrado,0.03624,cerrado,TP
GAMMA,closed_eye_2715.jpg_face_1,B40,cerrado,0.04336,cerrado,0.033362,cerrado,TP
GAMMA,closed_eye_2721.jpg_face_1,B5,cerrado,0.051854,cerrado,0.091507,cerrado,TP
GAMMA,closed_eye_2721.jpg_face_1,B10,cerrado,0.051854,cerrado,0.063273,cerrado,TP
GAMMA,closed_eye_2721.jpg_face_1,B15,cerrado,0.051854,cerrado,0.061192,cerrado,TP
GAMMA,closed_eye_2721.jpg_face_1,B25,cerrado,0.051854,cerrado,0.058266,cerrado,TP
GAMMA,closed_eye_2721.jpg_face_1,B40,cerrado,0.051854,cerrado,0.066391,cerrado,TP
GAMMA,closed_eye_2735.jpg_face_1,B5,cerrado,0.102258,cerrado,0.133335,cerrado,TP
GAMMA,closed_eye_2735.jpg_face_1,B10,cerrado,0.102258,cerrado,0.130281,cerrado,TP
GAMMA,closed_eye_2735.jpg_face_1,B15,cerrado,0.102258,cerrado,0.105161,cerrado,TP
GAMMA,closed_eye_2735.jpg_face_1,B25,cerrado,0.102258,cerrado,0.126938,cerrado,TP
GAMMA,closed_eye_2735.jpg_face_1,B40,cerrado,0.102258,cerrado,0.100859,cerrado,TP
GAMMA,closed_eye_2737.jpg_face_1,B5,cerrado,0.05525,cerrado,0.064915,cerrado,TP
GAMMA,closed_eye_2737.jpg_face_1,B10,cerrado,0.05525,cerrado,0.076877,cerrado,TP
GAMMA,closed_eye_2737.jpg_face_1,B15,cerrado,0.05525,cerrado,0.06568,cerrado,TP
GAMMA,closed_eye_2737.jpg_face_1,B25,cerrado,0.05525,cerrado,0.054784,cerrado,TP
GAMMA,closed_eye_2737.jpg_face_1,B40,cerrado,0.05525,cerrado,0.057687,cerrado,TP
GAMMA,closed_eye_2740.jpg_face_1,B5,cerrado,0.116701,cerrado,0.17957,abierto,FN
GAMMA,closed_eye_2740.jpg_face_1,B10,cerrado,0.116701,cerrado,0.176718,abierto,FN
GAMMA,closed_eye_2740.jpg_face_1,B15,cerrado,0.116701,cerrado,0.085859,cerrado,TP
GAMMA,closed_eye_2740.jpg_face_1,B25,cerrado,0.116701,cerrado,0.152917,cerrado,TP
GAMMA,closed_eye_2740.jpg_face_1,B40,cerrado,0.116701,cerrado,0.159825,abierto,FN
GAMMA,closed_eye_2746.BMP_face_2,B5,cerrado,0.10665,cerrado,0.138046,cerrado,TP
GAMMA,closed_eye_2746.BMP_face_2,B10,cerrado,0.10665,cerrado,0.114081,cerrado,TP
GAMMA,closed_eye_2746.BMP_face_2,B15,cerrado,0.10665,cerrado,0.125326,cerrado,TP
GAMMA,closed_eye_2746.BMP_face_2,B25,cerrado,0.10665,cerrado,0.121376,cerrado,TP
GAMMA,closed_eye_2746.BMP_face_2,B40,cerrado,0.10665,cerrado,0.108802,cerrado,TP
GAMMA,closed_eye_2747.BMP_face_1,B5,cerrado,0.080845,cerrado,0.068764,cerrado,TP
GAMMA,closed_eye_2747.BMP_face_1,B10,cerrado,0.080845,cerrado,0.066523,cerrado,TP
GAMMA,closed_eye_2747.BMP_face_1,B15,cerrado,0.080845,cerrado,0.069653,cerrado,TP
GAMMA,closed_eye_2747.BMP_face_1,B25,cerrado,0.080845,cerrado,0.070231,cerrado,TP
GAMMA,closed_eye_2747.BMP_face_1,B40,cerrado,0.080845,cerrado,0.081142,cerrado,TP
GAMMA,closed_eye_2749.jpg_face_2,B5,cerrado,0.039239,cerrado,0.090253,cerrado,TP
GAMMA,closed_eye_2749.jpg_face_2,B10,cerrado,0.039239,cerrado,0.045209,cerrado,TP
GAMMA,closed_eye_2749.jpg_face_2,B15,cerrado,0.039239,cerrado,0.03809,cerrado,TP
GAMMA,closed_eye_2749.jpg_face_2,B25,cerrado,0.039239,cerrado,0.03608,cerrado,TP
GAMMA,closed_eye_2749.jpg_face_2,B40,cerrado,0.039239,cerrado,0.03629,cerrado,TP
GAMMA,closed_eye_2752.jpg_face_1,B5,cerrado,0.028647,cerrado,0.124955,cerrado,TP
GAMMA,closed_eye_2752.jpg_face_1,B10,cerrado,0.028647,cerrado,0.09657,cerrado,TP
GAMMA,closed_eye_2752.jpg_face_1,B15,cerrado,0.028647,cerrado,0.081973,cerrado,TP
GAMMA,closed_eye_2752.jpg_face_1,B25,cerrado,0.028647,cerrado,0.047795,cerrado,TP
GAMMA,closed_eye_2752.jpg_face_1,B40,cerrado,0.028647,cerrado,0.04707,cerrado,TP
GAMMA,closed_eye_2753.jpg_face_1,B5,cerrado,0.036887,cerrado,0.130881,cerrado,TP
GAMMA,closed_eye_2753.jpg_face_1,B10,cerrado,0.036887,cerrado,0.098041,cerrado,TP
GAMMA,closed_eye_2753.jpg_face_1,B15,cerrado,0.036887,cerrado,0.049088,cerrado,TP
GAMMA,closed_eye_2753.jpg_face_1,B25,cerrado,0.036887,cerrado,0.052805,cerrado,TP
GAMMA,closed_eye_2753.jpg_face_1,B40,cerrado,0.036887,cerrado,0.063255,cerrado,TP
GAMMA,closed_eye_2759.BMP_face_1,B5,cerrado,0.045975,cerrado,0.104943,cerrado,TP
GAMMA,closed_eye_2759.BMP_face_1,B10,cerrado,0.045975,cerrado,0.081296,cerrado,TP
GAMMA,closed_eye_2759.BMP_face_1,B15,cerrado,0.045975,cerrado,0.086096,cerrado,TP
GAMMA,closed_eye_2759.BMP_face_1,B25,cerrado,0.045975,cerrado,0.080014,cerrado,TP
GAMMA,closed_eye_2759.BMP_face_1,B40,cerrado,0.045975,cerrado,0.057846,cerrado,TP
GAMMA,closed_eye_2767.BMP_face_1,B5,cerrado,0.095005,cerrado,0.07431,cerrado,TP
GAMMA,closed_eye_2767.BMP_face_1,B10,cerrado,0.095005,cerrado,0.078079,cerrado,TP
GAMMA,closed_eye_2767.BMP_face_1,B15,cerrado,0.095005,cerrado,0.083487,cerrado,TP
GAMMA,closed_eye_2767.BMP_face_1,B25,cerrado,0.095005,cerrado,0.092406,cerrado,TP
GAMMA,closed_eye_2767.BMP_face_1,B40,cerrado,0.095005,cerrado,0.094876,cerrado,TP
GAMMA,closed_eye_2769.jpg_face_1,B5,cerrado,0.044812,cerrado,0.065716,cerrado,TP
GAMMA,closed_eye_2769.jpg_face_1,B10,cerrado,0.044812,cerrado,0.065732,cerrado,TP
GAMMA,closed_eye_2769.jpg_face_1,B15,cerrado,0.044812,cerrado,0.049135,cerrado,TP
GAMMA,closed_eye_2769.jpg_face_1,B25,cerrado,0.044812,cerrado,0.044225,cerrado,TP
GAMMA,closed_eye_2769.jpg_face_1,B40,cerrado,0.044812,cerrado,0.03671,cerrado,TP
GAMMA,closed_eye_2770.jpg_face_1,B5,cerrado,0.07375,cerrado,0.124852,cerrado,TP
GAMMA,closed_eye_2770.jpg_face_1,B10,cerrado,0.07375,cerrado,0.113712,cerrado,TP
GAMMA,closed_eye_2770.jpg_face_1,B15,cerrado,0.07375,cerrado,0.087753,cerrado,TP
GAMMA,closed_eye_2770.jpg_face_1,B25,cerrado,0.07375,cerrado,0.07922,cerrado,TP
GAMMA,closed_eye_2770.jpg_face_1,B40,cerrado,0.07375,cerrado,0.079832,cerrado,TP
GAMMA,closed_eye_2773.jpg_face_1,B5,cerrado,0.051991,cerrado,0.053884,cerrado,TP
GAMMA,closed_eye_2773.jpg_face_1,B10,cerrado,0.051991,cerrado,0.05124,cerrado,TP
GAMMA,closed_eye_2773.jpg_face_1,B15,cerrado,0.051991,cerrado,0.05477,cerrado,TP
GAMMA,closed_eye_2773.jpg_face_1,B25,cerrado,0.051991,cerrado,0.04178,cerrado,TP
GAMMA,closed_eye_2773.jpg_face_1,B40,cerrado,0.051991,cerrado,0.042952,cerrado,TP
GAMMA,closed_eye_2778.jpg_face_2,B5,cerrado,0.060353,cerrado,0.118585,cerrado,TP
GAMMA,closed_eye_2778.jpg_face_2,B10,cerrado,0.060353,cerrado,0.072613,cerrado,TP
GAMMA,closed_eye_2778.jpg_face_2,B15,cerrado,0.060353,cerrado,0.115562,cerrado,TP
GAMMA,closed_eye_2778.jpg_face_2,B25,cerrado,0.060353,cerrado,0.083065,cerrado,TP
GAMMA,closed_eye_2778.jpg_face_2,B40,cerrado,0.060353,cerrado,0.070931,cerrado,TP
GAMMA,closed_eye_2780.jpg_face_1,B5,cerrado,0.056895,cerrado,,no_det,no_det
GAMMA,closed_eye_2780.jpg_face_1,B10,cerrado,0.056895,cerrado,0.06638,cerrado,TP
GAMMA,closed_eye_2780.jpg_face_1,B15,cerrado,0.056895,cerrado,0.061098,cerrado,TP
GAMMA,closed_eye_2780.jpg_face_1,B25,cerrado,0.056895,cerrado,0.059033,cerrado,TP
GAMMA,closed_eye_2780.jpg_face_1,B40,cerrado,0.056895,cerrado,0.060794,cerrado,TP
GAMMA,closed_eye_2793.jpg_face_1,B5,cerrado,0.081582,cerrado,0.085744,cerrado,TP
GAMMA,closed_eye_2793.jpg_face_1,B10,cerrado,0.081582,cerrado,0.085121,cerrado,TP
GAMMA,closed_eye_2793.jpg_face_1,B15,cerrado,0.081582,cerrado,0.073537,cerrado,TP
GAMMA,closed_eye_2793.jpg_face_1,B25,cerrado,0.081582,cerrado,0.072003,cerrado,TP
GAMMA,closed_eye_2793.jpg_face_1,B40,cerrado,0.081582,cerrado,0.072041,cerrado,TP
GAMMA,closed_eye_2794.jpg_face_1,B5,cerrado,0.049553,cerrado,0.073914,cerrado,TP
GAMMA,closed_eye_2794.jpg_face_1,B10,cerrado,0.049553,cerrado,0.046928,cerrado,TP
GAMMA,closed_eye_2794.jpg_face_1,B15,cerrado,0.049553,cerrado,0.060665,cerrado,TP
GAMMA,closed_eye_2794.jpg_face_1,B25,cerrado,0.049553,cerrado,0.051182,cerrado,TP
GAMMA,closed_eye_2794.jpg_face_1,B40,cerrado,0.049553,cerrado,0.049521,cerrado,TP
GAMMA,closed_eye_2798.jpg_face_1,B5,cerrado,0.021361,cerrado,0.078229,cerrado,TP
GAMMA,closed_eye_2798.jpg_face_1,B10,cerrado,0.021361,cerrado,0.032228,cerrado,TP
GAMMA,closed_eye_2798.jpg_face_1,B15,cerrado,0.021361,cerrado,0.024964,cerrado,TP
GAMMA,closed_eye_2798.jpg_face_1,B25,cerrado,0.021361,cerrado,0.019792,cerrado,TP
GAMMA,closed_eye_2798.jpg_face_1,B40,cerrado,0.021361,cerrado,0.022755,cerrado,TP
GAMMA,closed_eye_2801.jpg_face_2,B5,cerrado,0.026155,cerrado,0.062948,cerrado,TP
GAMMA,closed_eye_2801.jpg_face_2,B10,cerrado,0.026155,cerrado,0.052774,cerrado,TP
GAMMA,closed_eye_2801.jpg_face_2,B15,cerrado,0.026155,cerrado,0.042013,cerrado,TP
GAMMA,closed_eye_2801.jpg_face_2,B25,cerrado,0.026155,cerrado,0.032282,cerrado,TP
GAMMA,closed_eye_2801.jpg_face_2,B40,cerrado,0.026155,cerrado,0.03227,cerrado,TP
GAMMA,closed_eye_2803.jpg_face_1,B5,cerrado,0.052848,cerrado,0.048171,cerrado,TP
GAMMA,closed_eye_2803.jpg_face_1,B10,cerrado,0.052848,cerrado,0.049779,cerrado,TP
GAMMA,closed_eye_2803.jpg_face_1,B15,cerrado,0.052848,cerrado,0.039296,cerrado,TP
GAMMA,closed_eye_2803.jpg_face_1,B25,cerrado,0.052848,cerrado,0.036505,cerrado,TP
GAMMA,closed_eye_2803.jpg_face_1,B40,cerrado,0.052848,cerrado,0.029443,cerrado,TP
GAMMA,closed_eye_2813.BMP_face_1,B5,cerrado,0.046005,cerrado,0.060065,cerrado,TP
GAMMA,closed_eye_2813.BMP_face_1,B10,cerrado,0.046005,cerrado,0.043432,cerrado,TP
GAMMA,closed_eye_2813.BMP_face_1,B15,cerrado,0.046005,cerrado,0.054703,cerrado,TP
GAMMA,closed_eye_2813.BMP_face_1,B25,cerrado,0.046005,cerrado,0.044346,cerrado,TP
GAMMA,closed_eye_2813.BMP_face_1,B40,cerrado,0.046005,cerrado,0.04652,cerrado,TP
GAMMA,closed_eye_2817.jpg_face_1,B5,cerrado,0.038067,cerrado,0.041803,cerrado,TP
GAMMA,closed_eye_2817.jpg_face_1,B10,cerrado,0.038067,cerrado,0.034723,cerrado,TP
GAMMA,closed_eye_2817.jpg_face_1,B15,cerrado,0.038067,cerrado,0.032096,cerrado,TP
GAMMA,closed_eye_2817.jpg_face_1,B25,cerrado,0.038067,cerrado,0.029629,cerrado,TP
GAMMA,closed_eye_2817.jpg_face_1,B40,cerrado,0.038067,cerrado,0.02695,cerrado,TP
GAMMA,closed_eye_2847.jpg_face_2,B5,cerrado,0.077284,cerrado,0.063708,cerrado,TP
GAMMA,closed_eye_2847.jpg_face_2,B10,cerrado,0.077284,cerrado,0.05377,cerrado,TP
GAMMA,closed_eye_2847.jpg_face_2,B15,cerrado,0.077284,cerrado,0.058625,cerrado,TP
GAMMA,closed_eye_2847.jpg_face_2,B25,cerrado,0.077284,cerrado,0.092197,cerrado,TP
GAMMA,closed_eye_2847.jpg_face_2,B40,cerrado,0.077284,cerrado,0.059644,cerrado,TP
GAMMA,a0068,B5,abierto,0.190392,abierto,0.202584,abierto,TN
GAMMA,a0068,B10,abierto,0.190392,abierto,0.185727,abierto,TN
GAMMA,a0068,B15,abierto,0.190392,abierto,0.185768,abierto,TN
GAMMA,a0068,B25,abierto,0.190392,abierto,0.176586,abierto,TN
GAMMA,a0068,B40,abierto,0.190392,abierto,0.175938,abierto,TN
GAMMA,a0205,B5,abierto,0.215294,abierto,0.215997,abierto,TN
GAMMA,a0205,B10,abierto,0.215294,abierto,0.22161,abierto,TN
GAMMA,a0205,B15,abierto,0.215294,abierto,0.21681,abierto,TN
GAMMA,a0205,B25,abierto,0.215294,abierto,0.218101,abierto,TN
GAMMA,a0205,B40,abierto,0.215294,abierto,0.22189,abierto,TN
GAMMA,a0208,B5,abierto,0.191685,abierto,0.189968,abierto,TN
GAMMA,a0208,B10,abierto,0.191685,abierto,0.187626,abierto,TN
GAMMA,a0208,B15,abierto,0.191685,abierto,0.188644,abierto,TN
GAMMA,a0208,B25,abierto,0.191685,abierto,0.194526,abierto,TN
GAMMA,a0208,B40,abierto,0.191685,abierto,0.191459,abierto,TN
GAMMA,a0230,B5,abierto,0.186551,abierto,0.192561,abierto,TN
GAMMA,a0230,B10,abierto,0.186551,abierto,0.185351,abierto,TN
GAMMA,a0230,B15,abierto,0.186551,abierto,0.183529,abierto,TN
GAMMA,a0230,B25,abierto,0.186551,abierto,0.186922,abierto,TN
GAMMA,a0230,B40,abierto,0.186551,abierto,0.185564,abierto,TN
GAMMA,a0245,B5,abierto,0.157348,abierto,0.152772,cerrado,FP
GAMMA,a0245,B10,abierto,0.157348,abierto,0.148018,cerrado,FP
GAMMA,a0245,B15,abierto,0.157348,abierto,0.152213,cerrado,FP
GAMMA,a0245,B25,abierto,0.157348,abierto,0.158602,abierto,TN
GAMMA,a0245,B40,abierto,0.157348,abierto,0.157467,abierto,TN
GAMMA,a0277,B5,abierto,0.193745,abierto,0.198531,abierto,TN
GAMMA,a0277,B10,abierto,0.193745,abierto,0.199483,abierto,TN
GAMMA,a0277,B15,abierto,0.193745,abierto,0.194444,abierto,TN
GAMMA,a0277,B25,abierto,0.193745,abierto,0.192387,abierto,TN
GAMMA,a0277,B40,abierto,0.193745,abierto,0.188927,abierto,TN
GAMMA,a0279,B5,abierto,0.194289,abierto,0.177776,abierto,TN
GAMMA,a0279,B10,abierto,0.194289,abierto,0.192388,abierto,TN
GAMMA,a0279,B15,abierto,0.194289,abierto,0.193061,abierto,TN
GAMMA,a0279,B25,abierto,0.194289,abierto,0.184805,abierto,TN
GAMMA,a0279,B40,abierto,0.194289,abierto,0.190425,abierto,TN
GAMMA,a0371,B5,abierto,0.179992,abierto,0.18104,abierto,TN
GAMMA,a0371,B10,abierto,0.179992,abierto,0.183266,abierto,TN
GAMMA,a0371,B15,abierto,0.179992,abierto,0.184771,abierto,TN
GAMMA,a0371,B25,abierto,0.179992,abierto,0.187915,abierto,TN
GAMMA,a0371,B40,abierto,0.179992,abierto,0.187952,abierto,TN
GAMMA,a0372,B5,abierto,0.202952,abierto,0.203662,abierto,TN
GAMMA,a0372,B10,abierto,0.202952,abierto,0.191619,abierto,TN
GAMMA,a0372,B15,abierto,0.202952,abierto,0.197701,abierto,TN
GAMMA,a0372,B25,abierto,0.202952,abierto,0.193605,abierto,TN
GAMMA,a0372,B40,abierto,0.202952,abierto,0.198513,abierto,TN
GAMMA,a0374,B5,abierto,0.189319,abierto,0.20062,abierto,TN
GAMMA,a0374,B10,abierto,0.189319,abierto,0.206083,abierto,TN
GAMMA,a0374,B15,abierto,0.189319,abierto,0.200317,abierto,TN
GAMMA,a0374,B25,abierto,0.189319,abierto,0.192162,abierto,TN
GAMMA,a0374,B40,abierto,0.189319,abierto,0.186825,abierto,TN
GAMMA,a0379,B5,abierto,0.191517,abierto,0.202679,abierto,TN
GAMMA,a0379,B10,abierto,0.191517,abierto,0.202362,abierto,TN
GAMMA,a0379,B15,abierto,0.191517,abierto,0.19099,abierto,TN
GAMMA,a0379,B25,abierto,0.191517,abierto,0.195071,abierto,TN
GAMMA,a0379,B40,abierto,0.191517,abierto,0.201605,abierto,TN
GAMMA,a0386,B5,abierto,0.188042,abierto,0.190917,abierto,TN
GAMMA,a0386,B10,abierto,0.188042,abierto,0.192491,abierto,TN
GAMMA,a0386,B15,abierto,0.188042,abierto,0.186085,abierto,TN
GAMMA,a0386,B25,abierto,0.188042,abierto,0.181543,abierto,TN
GAMMA,a0386,B40,abierto,0.188042,abierto,0.180806,abierto,TN
GAMMA,a0418,B5,abierto,0.183868,abierto,0.165368,abierto,TN
GAMMA,a0418,B10,abierto,0.183868,abierto,0.186034,abierto,TN
GAMMA,a0418,B15,abierto,0.183868,abierto,0.1762,abierto,TN
GAMMA,a0418,B25,abierto,0.183868,abierto,0.175883,abierto,TN
GAMMA,a0418,B40,abierto,0.183868,abierto,0.18105,abierto,TN
GAMMA,a0487,B5,abierto,0.177507,abierto,0.186117,abierto,TN
GAMMA,a0487,B10,abierto,0.177507,abierto,0.198059,abierto,TN
GAMMA,a0487,B15,abierto,0.177507,abierto,0.189114,abierto,TN
GAMMA,a0487,B25,abierto,0.177507,abierto,0.180469,abierto,TN
GAMMA,a0487,B40,abierto,0.177507,abierto,0.181024,abierto,TN
GAMMA,a0533,B5,abierto,0.17882,abierto,0.178046,abierto,TN
GAMMA,a0533,B10,abierto,0.17882,abierto,0.18074,abierto,TN
GAMMA,a0533,B15,abierto,0.17882,abierto,0.17847,abierto,TN
GAMMA,a0533,B25,abierto,0.17882,abierto,0.173965,abierto,TN
GAMMA,a0533,B40,abierto,0.17882,abierto,0.169521,abierto,TN
GAMMA,a0579,B5,abierto,0.200394,abierto,0.219601,abierto,TN
GAMMA,a0579,B10,abierto,0.200394,abierto,0.221122,abierto,TN
GAMMA,a0579,B15,abierto,0.200394,abierto,0.22197,abierto,TN
GAMMA,a0579,B25,abierto,0.200394,abierto,0.216321,abierto,TN
GAMMA,a0579,B40,abierto,0.200394,abierto,0.212125,abierto,TN
GAMMA,a0705,B5,abierto,0.188602,abierto,0.187205,abierto,TN
GAMMA,a0705,B10,abierto,0.188602,abierto,0.186714,abierto,TN
GAMMA,a0705,B15,abierto,0.188602,abierto,0.183407,abierto,TN
GAMMA,a0705,B25,abierto,0.188602,abierto,0.183814,abierto,TN
GAMMA,a0705,B40,abierto,0.188602,abierto,0.187396,abierto,TN
GAMMA,a0857,B5,abierto,0.189863,abierto,0.182422,abierto,TN
GAMMA,a0857,B10,abierto,0.189863,abierto,0.184771,abierto,TN
GAMMA,a0857,B15,abierto,0.189863,abierto,0.186075,abierto,TN
GAMMA,a0857,B25,abierto,0.189863,abierto,0.186023,abierto,TN
GAMMA,a0857,B40,abierto,0.189863,abierto,0.180143,abierto,TN
GAMMA,a0881,B5,abierto,0.160364,abierto,0.158797,abierto,TN
GAMMA,a0881,B10,abierto,0.160364,abierto,0.174233,abierto,TN
GAMMA,a0881,B15,abierto,0.160364,abierto,0.161596,abierto,TN
GAMMA,a0881,B25,abierto,0.160364,abierto,0.160492,abierto,TN
GAMMA,a0881,B40,abierto,0.160364,abierto,0.165361,abierto,TN
GAMMA,a0947,B5,abierto,0.178082,abierto,0.197438,abierto,TN
GAMMA,a0947,B10,abierto,0.178082,abierto,0.18485,abierto,TN
GAMMA,a0947,B15,abierto,0.178082,abierto,0.192293,abierto,TN
GAMMA,a0947,B25,abierto,0.178082,abierto,0.182175,abierto,TN
GAMMA,a0947,B40,abierto,0.178082,abierto,0.181684,abierto,TN
GAMMA,a0958,B5,abierto,0.152446,cerrado,0.122315,cerrado,FP
GAMMA,a0958,B10,abierto,0.152446,cerrado,0.150681,cerrado,FP
GAMMA,a0958,B15,abierto,0.152446,cerrado,0.138864,cerrado,FP
GAMMA,a0958,B25,abierto,0.152446,cerrado,0.145761,cerrado,FP
GAMMA,a0958,B40,abierto,0.152446,cerrado,0.143006,cerrado,FP
GAMMA,a1009,B5,abierto,0.197073,abierto,0.215318,abierto,TN
GAMMA,a1009,B10,abierto,0.197073,abierto,0.214863,abierto,TN
GAMMA,a1009,B15,abierto,0.197073,abierto,0.216965,abierto,TN
GAMMA,a1009,B25,abierto,0.197073,abierto,0.213348,abierto,TN
GAMMA,a1009,B40,abierto,0.197073,abierto,0.215115,abierto,TN
GAMMA,a1021,B5,abierto,0.21184,abierto,0.223212,abierto,TN
GAMMA,a1021,B10,abierto,0.21184,abierto,0.219576,abierto,TN
GAMMA,a1021,B15,abierto,0.21184,abierto,0.212806,abierto,TN
GAMMA,a1021,B25,abierto,0.21184,abierto,0.206137,abierto,TN
GAMMA,a1021,B40,abierto,0.21184,abierto,0.210155,abierto,TN
GAMMA,a1035,B5,abierto,0.202128,abierto,0.215112,abierto,TN
GAMMA,a1035,B10,abierto,0.202128,abierto,0.209724,abierto,TN
